date,median_R_mean,median_R_highHPD,median_R_lowHPD,est_infections,sd_infections,replicate,Re,infections,observations,in_CI,above_1,below_1,R1,init,exp_name
2020-02-06,1.7344174968806294,1.8780872015643335,1.5963891687702163,199.33833384349464,18.308515615867186,1,1,211,46,FALSE,TRUE,FALSE,1,1000,1_1000
2020-02-07,1.583304471822004,1.7103278096230299,1.4611176589815034,213.0272683734973,18.226111435237772,1,1,213,78,FALSE,TRUE,FALSE,1,1000,1_1000
2020-02-08,1.4725528970719624,1.5875244626061515,1.361845874193714,225.14712607069967,18.121126118687908,1,1,235,120,FALSE,TRUE,FALSE,1,1000,1_1000
2020-02-09,1.3889163424718454,1.4964131431037326,1.281419541839958,235.7671403593701,17.877245632717216,1,1,235,85,FALSE,TRUE,FALSE,1,1000,1_1000
2020-02-10,1.3243362955664342,1.4294758006482895,1.2191967904845789,244.55394761008677,17.224370003809447,1,1,224,69,FALSE,TRUE,FALSE,1,1000,1_1000
2020-02-11,1.2726924871067944,1.3804638151683317,1.164921159045257,251.5491953799809,16.73241373452201,1,1,229,174,FALSE,TRUE,FALSE,1,1000,1_1000
2020-02-12,1.2288441646083448,1.342511527902339,1.1151768013143506,256.90260666973097,16.86144228870658,1,1,219,115,FALSE,TRUE,FALSE,1,1000,1_1000
2020-02-13,1.1887682091423768,1.307330513620664,1.0702059046640895,260.4872825477552,17.715726276811974,1,1,218,254,FALSE,TRUE,FALSE,1,1000,1_1000
2020-02-14,1.1499224389249891,1.2715366967646908,1.0283081810852874,262.16869175163646,19.372557598778318,1,1,237,153,FALSE,TRUE,FALSE,1,1000,1_1000
2020-02-15,1.1124972369982082,1.2348864563250157,0.9901080176714008,262.8392239455895,20.980459207189547,1,1,231,175,TRUE,FALSE,FALSE,1,1000,1_1000
2020-02-16,1.0781214190874024,1.1969346331877069,0.9593082049870979,263.2371603936052,21.92439414729358,1,1,214,150,TRUE,FALSE,FALSE,1,1000,1_1000
2020-02-17,1.048052143955682,1.1604016823258618,0.9357026055855023,263.00330196423647,22.989414057150423,1,1,210,148,TRUE,FALSE,FALSE,1,1000,1_1000
2020-02-18,1.02285721083473,1.1302590777838197,0.9154553438856404,262.26819728865456,24.318664050113824,1,1,267,266,TRUE,FALSE,FALSE,1,1000,1_1000
2020-02-19,1.0024789080852516,1.1084327715992068,0.8965250445712964,261.2665117314288,25.302379958414665,1,1,243,193,TRUE,FALSE,FALSE,1,1000,1_1000
2020-02-20,0.9865630513958871,1.0936468147425753,0.8794792880491988,259.81254274192753,26.00567395843855,1,1,220,389,TRUE,FALSE,FALSE,1,1000,1_1000
2020-02-21,0.9734992148902721,1.0841260515280968,0.8628723782524473,257.7174023873744,26.633893139809782,1,1,220,287,TRUE,FALSE,FALSE,1,1000,1_1000
2020-02-22,0.9628815405448138,1.0776722159044516,0.8480908651851758,255.92569502268387,27.141045987344828,1,1,242,244,TRUE,FALSE,FALSE,1,1000,1_1000
2020-02-23,0.9563424809124833,1.0714324505538466,0.84125251127112,255.09846278677267,27.062300296349008,1,1,252,129,TRUE,FALSE,FALSE,1,1000,1_1000
2020-02-24,0.9550846505723658,1.066753004505021,0.8434162966397106,254.63830528887678,26.886545280785345,1,1,218,151,TRUE,FALSE,FALSE,1,1000,1_1000
2020-02-25,0.9575341427714469,1.0678742095129943,0.8471940760298996,254.40270041623953,27.28521180272929,1,1,230,344,TRUE,FALSE,FALSE,1,1000,1_1000
2020-02-26,0.960646041418904,1.0752652292638256,0.8460268535739823,254.5588819853407,27.89383543523562,1,1,233,291,TRUE,FALSE,FALSE,1,1000,1_1000
2020-02-27,0.9630151694740321,1.0853439320385876,0.8406864069094766,254.99298398810947,28.51435884831034,1,1,250,329,TRUE,FALSE,FALSE,1,1000,1_1000
2020-02-28,0.965100534019313,1.0960268658098256,0.8341742022288003,255.5854998148253,29.118665182110345,1,1,223,310,TRUE,FALSE,FALSE,1,1000,1_1000
2020-02-29,0.9682413726342907,1.1062793397148496,0.8302034055537316,256.22085390416646,29.73498324403408,1,1,234,256,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-01,0.9733662069087088,1.1122115991617436,0.834520814655674,257.0630655472892,29.847676201905966,1,1,203,112,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-02,0.9802973006649554,1.1131021049561836,0.8474924963737271,258.42458987586855,29.627624633953744,1,1,223,87,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-03,0.9884809710498623,1.1134487553233632,0.8635131867763615,259.8159783623887,29.361356406673877,1,1,239,421,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-04,0.9973979053685181,1.1176646743975107,0.8771311363395254,260.71102488527606,28.718046688747815,1,1,234,265,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-05,1.0060209960468243,1.1264749672611973,0.8855670248324511,261.3977100720855,28.03342812712164,1,1,218,219,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-06,1.0128559710255356,1.1377041245669037,0.8880078174841675,262.32811395034065,27.976752265019357,1,1,212,254,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-07,1.0172450080533206,1.146102261687222,0.8883877544194192,263.22864802359595,27.964933512521696,1,1,207,247,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-08,1.020076127828891,1.1491142912566523,0.8910379644011297,263.3215267611312,27.380253961537885,1,1,249,176,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-09,1.0227061578127068,1.1498376998715036,0.8955746157539101,262.9095169891335,26.823492405672063,1,1,225,131,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-10,1.025727830329101,1.151288042422117,0.9001676182360853,262.71546166701836,26.373796952846234,1,1,237,277,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-11,1.0293146079519009,1.153310350896139,0.9053188650076627,262.6228966999039,25.87115539510634,1,1,216,323,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-12,1.0333543351858778,1.1558296877291376,0.910878982642618,262.525541987419,25.399710428676574,1,1,248,364,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-13,1.0379291087297031,1.1607729652616752,0.9150852521977312,262.63372358414586,25.352159656672328,1,1,252,189,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-14,1.042530496408456,1.165800098305436,0.9192608945114762,262.9496276108037,25.32028266310272,1,1,224,203,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-15,1.0454484865516689,1.167166959539424,0.9237300135639136,263.06492483711224,24.697830245921594,1,1,238,159,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-16,1.0450022660636726,1.1643790440197384,0.9256254881076069,263.3370602998697,24.118826494221498,1,1,244,156,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-17,1.041374299181954,1.1608244241984076,0.9219241741655001,264.1966057857855,24.126115911248384,1,1,242,269,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-18,1.0363441048930586,1.1597927780722153,0.9128954317139021,265.3469532976722,24.78064806670958,1,1,262,316,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-19,1.0317158188765558,1.1622480381284224,0.9011835996246892,266.48580362772475,26.122994945694945,1,1,241,285,TRUE,FALSE,FALSE,1,1000,1_1000
2020-03-20,1.0283395348579587,1.1662930453738956,0.8903860243420219,267.07367276567027,27.655037329304914,1,1,242,242,TRUE,FALSE,FALSE,1,1000,1_1000
